Reference,doi,Composition,Location,Material,H2O technique,CO2 technique,Experimental apparatus,Sample,T_C,T_C sd,T_C sd type,P_bar,P_bar sd,P_bar sd type,H2O_wt%,H2O_wt% sd,H2O_wt% sd type,CO2_ppm,CO2_ppm sd,CO2_ppm sd type,SiO2_wt%,SiO2_wt% sd,SiO2_wt% sd type,Al2O3_wt%,Al2O3_wt% sd,Al2O3_wt% sd type,Na2O_wt%,Na2O_wt% sd,Na2O_wt% sd type,MgO_wt%,MgO_wt% sd,MgO_wt% sd type,CaO_wt%,CaO_wt% sd,CaO_wt% sd type,TiO2_wt%,TiO2_wt% sd,TiO2_wt% sd type,FeOT_wt%,FeOT_wt% sd,FeOT_wt% sd type,MnO_wt%,MnO_wt% sd,MnO_wt% sd type,K2O_wt%,K2O_wt% sd,K2O_wt% sd type,P2O5_wt%,P2O5_wt% sd,P2O5_wt% sd type,Fe3_FeT,Fe3_FeT sd,Fe3_FeT sd type,fO2,fO2 unit,fO2 sd,fO2 sd type,XH2Of,XH2Of sd,XH2Of sd type,XCO2f,XCO2f sd,XCO2f sd type,Fit_or_test,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,volatile-free analytical total,SiO2_n,TA_n,Symbol,Colour,calib_MagmaSat,calib_ShishkinaIdealMixing,calib_IaconoMarziano,calib_Liu,calib_Solwcad,model option,P_bar model,P_bar sd model,xgH2O model,xgH2O sd model,xgCO2 model,xgCO2 sd model
Lesne et al. (2011),10.1007/s00410-010-0585-0,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,Run2# 8,1200,5,A,1013,25,A,1.55,0.23,A,661,142,A,50.45,0.33,A,16.7,0.14,A,3.7,0.09,A,6.57,0.09,A,11.38,0.22,A,1.76,0.09,A,7.11,0.26,A,0.19,0.07,A,2.14,0.07,A,,,ND,,,,,,,,,,,,,,F,,,,,100,50.45,5.84,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,1278.499875,225.7401362,0.160088961,0.065907503,0.839911039,0.065907503
Lesne et al. (2011),10.1007/s00410-010-0585-0,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,Run3#5,1200,5,A,524,25,A,0.73,0.2,A,383,103,A,49.87,0.5,A,16.76,0.16,A,3.58,0.11,A,6.52,0.07,A,10.81,0.18,A,1.8,0.07,A,8.4,0.38,A,0.17,0.08,A,2.1,0.11,A,,,ND,,,,,,,,,,,,,,F,,,,,100.01,49.8650135,5.679432057,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,687.9094581,158.7782573,0.003407854,0.016903157,0.996592146,0.016903157
Lesne et al. (2011),10.1007/s00410-010-0585-0,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,Run19#2,1200,5,A,1062,25,A,1.51,0.39,A,504,101,A,50.08,0.43,A,17.03,0.3,A,3.45,0.14,A,7.11,0.12,A,10.7,0.2,A,1.84,0.05,A,7.52,0.57,A,0.22,0.1,A,2.04,0.05,A,,,ND,,,,,,,,,,,,,,F,,,,,99.99,50.0850085,5.490549055,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,1099.706313,212.5024519,0.172579087,0.11342392,0.827420913,0.11342392
Lesne et al. (2010),10.1007/s00410-010-0588-x,Trachybasalt,Etna,Natural,KFT,ND,IHPV,Run2#11,1200,10,A,1013,25,A,3.28,0.15,A,0,0,A,49.64294227,0.313632861,A,16.52992242,0.161567766,A,3.607153322,0.099653447,A,6.331685225,0.104233712,A,10.96863154,0.167322756,A,1.7532743,0.09221507,A,8.883227866,0.139596357,A,0.093699507,0.063366282,A,2.18946355,0.091215339,A,,,ND,,,,,,,,,,,,,,F,,,,,100,49.64294227,5.796616872,diamond,#56b4e9,Y,Y,N,N,,ShishkinaIdealMixing,976.6317882,71.21627075,1,0,0,0
Lesne et al. (2010),10.1007/s00410-010-0588-x,Trachybasalt,Etna,Natural,KFT,ND,IHPV,Run3#2,1200,10,A,524,25,A,2.38,0.06,A,0,0,A,48.48267818,0.536739043,A,16.33229032,0.159183856,A,3.541620546,0.09425851,A,6.365772959,0.162622774,A,11.01687252,0.275462278,A,1.807433852,0.098611696,A,10.21411104,0.176970807,A,0.171048872,0.047433111,A,2.068171717,0.087227671,A,,,ND,,,,,,,,,,,,,,F,,,,,100,48.48267818,5.609792263,diamond,#56b4e9,Y,Y,N,N,,ShishkinaIdealMixing,560.3716235,26.44369789,1,0,0,0
Lesne et al. (2010),10.1007/s00410-010-0588-x,Trachybasalt,Etna,Natural,KFT,ND,IHPV,Run4#2,1200,10,A,269,25,A,1.68,0.15,A,0,0,A,50.54828004,0.301042024,A,16.84296449,0.095243372,A,3.635982345,0.114751035,A,6.699413262,0.097712845,A,11.43390433,0.227515934,A,1.894046577,0.117267643,A,6.701706297,0.255646631,A,0.157594014,0.088003977,A,2.086108646,0.083409832,A,,,ND,,,,,,,,,,,,,,F,,,,,100,50.54828004,5.722090991,diamond,#56b4e9,Y,N,N,N,,ShishkinaIdealMixing,258.822833,63.86397451,1,0,0,0
Lesne et al. (2010),10.1007/s00410-010-0588-x,Trachybasalt,Etna,Natural,KFT,ND,IHPV,Run5#4,1200,10,A,2138,25,A,5.07,0.18,A,0,0,A,49.03835978,0.408799095,A,16.85074485,0.189177959,A,3.358006921,0.14139413,A,6.583385052,0.189820178,A,10.14826626,0.073068461,A,1.732249615,0.128898022,A,10.09719473,0.598708443,A,0.108747148,0.029844598,A,2.083045634,0.015962456,A,,,ND,,,,,,,,,,,,,,F,,,,,99.99999999,49.03835978,5.441052556,diamond,#56b4e9,Y,N,N,N,,ShishkinaIdealMixing,1972.988415,113.357153,1,0,0,0
Lesne et al. (2010),10.1007/s00410-010-0588-x,Trachybasalt,Etna,Natural,KFT,ND,IHPV,Run7#2,1200,10,A,1006,25,A,3.59,0.12,A,0,0,A,48.17683735,0.406820968,A,16.61161665,0.203079295,A,3.60572195,0.123153157,A,6.837690473,0.146929575,A,10.58296024,0.209059083,A,1.659069336,0.074541935,A,10.33103532,0.447826194,A,0.09954416,0.068783719,A,2.096699602,0.059646458,A,,,ND,,,,,,,,,,,,,,F,,,,,100.0011751,48.17627124,5.702354545,diamond,#56b4e9,Y,Y,N,N,,ShishkinaIdealMixing,1136.495819,59.45796066,1,0,0,0
Lesne et al. (2010),10.1007/s00410-010-0588-x,Trachybasalt,Etna,Natural,KFT,ND,IHPV,Run30#4,1200,10,A,172,25,A,1.36,0.07,A,0,0,A,49.08484016,0.193249407,A,16.42969839,0.163395226,A,3.453465977,0.162132074,A,6.46152593,0.068231748,A,10.59340101,0.1449844,A,1.686973378,0.075964591,A,10.08239691,0.359220452,A,0.173462799,0.121860576,A,2.034235449,0.07513068,A,,,ND,,,,,,,,,,,,,,F,,,,,100,49.08484016,5.487701426,diamond,#56b4e9,Y,N,N,N,,ShishkinaIdealMixing,128.6090829,27.19139965,1,0,0,0
Lesne et al. (2010),10.1007/s00410-010-0588-x,Trachybasalt,Etna,Natural,KFT,ND,IHPV,Run37#2,1200,10,A,163,25,A,1.08,0.07,A,0,0,A,48.85310364,0.414262129,A,16.19079,0.148025336,A,3.428557039,0.140272156,A,6.734126917,0.115982757,A,10.64119659,0.122816711,A,1.730340002,0.098220415,A,10.32983747,0.245785476,A,0.135146561,0.06726461,A,1.95690178,0.072611982,A,,,ND,,,,,,,,,,,,,,F,,,,,100,48.85310364,5.385458819,diamond,#56b4e9,Y,N,N,N,,ShishkinaIdealMixing,29.57881262,20.4001004,0.751,0.432650189,0.249,0.432650189
Lesne et al. (2010),10.1007/s00410-010-0588-x,Trachybasalt,Etna,Natural,KFT,ND,IHPV,Run48#2,1200,10,A,2760,25,A,6.18,0.15,A,0,0,A,48.63573636,0.557183954,A,16.12456545,0.140114416,A,3.603507766,0.128152074,A,6.46500059,0.230305736,A,10.69866297,0.267197093,A,1.788525333,0.085926408,A,10.38343308,0.419062275,A,0.234947995,0.063137589,A,2.065620458,0.085254892,A,,,ND,,,,,,,,,,,,,,F,,,,,100,48.63573636,5.669128224,diamond,#56b4e9,Y,N,N,N,,ShishkinaIdealMixing,2673.476998,102.7448256,1,0,0,0
Lesne et al. (2010),10.1007/s00410-010-0588-x,Trachybasalt,Etna,Natural,FTIR,ND,IHPV,Run51#2,1200,10,A,3948,25,A,8.96,0.130384048,A,0,0,A,49.31666121,0.416371,A,16.35713858,0.181950144,A,3.426938711,0.070317897,A,6.270799319,0.479241952,A,11.09788023,0.672088692,A,1.712870752,0.107491052,A,9.623598338,0.713668063,A,0.155385543,0.047717193,A,2.038727318,0.177915457,A,,,ND,,,,,,,,,,,,,,T,,,,,100,49.31666121,5.465666029,diamond,#56b4e9,Y,N,N,N,,ShishkinaIdealMixing,4655.626793,93.33765385,1,0,0,0
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,485,50,A,0.95,0.05,A,306,43,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,F,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,Y,Y,N,,ShishkinaIdealMixing,540.7131919,73.72862145,0.000718799,0.004254109,0.999281201,0.004254109
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,485,50,A,1.18,0.07,A,191,27,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,F,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,Y,Y,N,,ShishkinaIdealMixing,414.5247685,57.17414608,0.136676388,0.061585509,0.863323612,0.061585509
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,1015,50,A,0.99,0.06,A,843,118,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,F,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,Y,Y,N,,ShishkinaIdealMixing,1301.420069,186.4120182,0.002206107,0.005546258,0.997793893,0.005546258
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,1015,50,A,2.12,0.17,A,548,82,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,T,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,Y,Y,N,,ShishkinaIdealMixing,1347.817178,148.8718103,0.333113593,0.048724619,0.666886407,0.048724619
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,1017,50,A,0.8,0.05,A,808,121,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,F,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,1266.227241,186.7536894,0,0,1,0
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,1017,50,A,2.08,0.08,A,534,75,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,F,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,1303.682445,120.5764632,0.330987125,0.036081231,0.669012875,0.036081231
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,1530,50,A,1.43,0.07,A,1278,179,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,T,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,2028.376282,260.3868988,0.079047802,0.017319389,0.920952198,0.017319389
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,1530,50,A,3.01,0.26,A,1035,145,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,F,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,2410.394144,247.2560454,0.354717002,0.045407416,0.645282998,0.045407416
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,2047,50,A,1.04,0.14,A,1853,259,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,F,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,2602.790492,371.4050462,0.008767433,0.013220536,0.991232567,0.013220536
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,2047,50,A,2.82,0.09,A,1489,208,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,F,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,2909.195587,299.1346381,0.266523027,0.03000238,0.733476973,0.03000238
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,2055,50,A,0.87,0.08,A,1706,239,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,F,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,2433.823448,328.2675693,0.000119896,0.001106911,0.999880104,0.001106911
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,2055,50,A,3.45,0.07,A,1408,197,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,T,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,3097.345637,278.2421471,0.347759876,0.032995447,0.652240124,0.032995447
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,2135,50,A,2.7,0.19,A,1412,198,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,F,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,Y,Y,N,,ShishkinaIdealMixing,2745.35191,302.3455385,0.258967216,0.036006733,0.741032784,0.036006733
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,2754,50,A,1.64,0.08,A,2515,352,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,T,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,3615.201251,453.2162431,0.068343308,0.012519117,0.931656692,0.012519117
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,3080,50,A,1.09,0.09,A,2816,394,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,F,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,3766.202305,490.8131921,0.007610182,0.007606312,0.992389818,0.007606312
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,3080,50,A,3.54,0.3,A,2416,338,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,T,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,4370.131509,460.0970929,0.255700908,0.035323881,0.744299092,0.035323881
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,4185,50,A,1.36,0.07,A,3673,615,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,F,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,4786.489373,747.9238674,0.027719392,0.007711388,0.972280608,0.007711388
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,4185,50,A,1.47,0.1,A,3965,663,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,F,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,5177.275837,825.5352184,0.03463091,0.009961785,0.96536909,0.009961785
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,4185,50,A,3.31,0.21,A,4061,686,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,F,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,6109.495876,834.1954427,0.167053547,0.027281951,0.832946453,0.027281951
Iacono-Marziano et al. (2012),10.1016/j.gca.2012.08.035,Trachybasalt,Etna,Natural,FTIR,FTIR,IHPV,,1200,10,A,4185,50,A,2.16,0.18,A,4230,711,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,,,,,,,,,,,,F,,,,,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,,ShishkinaIdealMixing,5747.94025,853.6165646,0.082504423,0.017727956,0.917495577,0.017727956
Lesne et al. (2011),10.1007/s00410-010-0585-0,Phonotephrite,Vesuvius,Natural,FTIR,FTIR,IHPV,Run1#2,1200,5,A,2059,25,A,0.8,0.4,A,2094,431,A,51.29999744,0.415338416,A,14.65231752,0.14427388,A,2.006187282,0.141365282,A,6.870836909,0.093846886,A,12.94682057,0.141928218,A,0.988138881,0.042101917,A,5.167149182,0.217977828,A,0.079756709,0.056735812,A,5.988795508,0.101178061,A,,,ND,,,,,,,,,,,,,,F,100,51.29999744,7.99498279,triangle-down,#fbafe4,Y,N,Y,N,ShishkinaIdealMixing,2210.208669,397.1741252,0.014433229,0.028848651,0.985566771,0.028848651,,,,,
Lesne et al. (2011),10.1007/s00410-010-0585-0,Phonotephrite,Vesuvius,Natural,FTIR,FTIR,IHPV,Run3#4,1200,5,A,524,25,A,0.82,0.37,A,582,132,A,50.19903322,0.435274626,A,14.47424196,0.160189174,A,1.97483704,0.10048845,A,6.876747685,0.177623549,A,13.17393259,0.267528603,A,1.063971536,0.086275307,A,6.281068032,0.274033333,A,0.123906525,0.090908804,A,5.832261409,0.183633758,A,,,ND,,,,,,,,,,,,,,F,100,50.19903322,7.807098449,triangle-down,#fbafe4,Y,N,Y,N,ShishkinaIdealMixing,701.7233096,143.1226255,0.035441799,0.069845228,0.964558201,0.069845228,,,,,
Lesne et al. (2011),10.1007/s00410-010-0585-0,Phonotephrite,Vesuvius,Natural,FTIR,FTIR,IHPV,Run4#4,1200,5,A,269,25,A,0.85,0.08,A,215,87,A,50.49412755,0.452783061,A,14.61661926,0.130178998,A,1.958700742,0.074962372,A,6.910479299,0.147066008,A,13.48313187,0.202262912,A,1.072709548,0.065267444,A,5.239411255,0.220930459,A,0.175365365,0.07823488,A,6.04945512,0.103482228,A,,,ND,,,,,,,,,,,,,,F,100,50.49412755,8.008155861,triangle-down,#fbafe4,Y,N,Y,N,ShishkinaIdealMixing,276.6618283,100.6995326,0.000995669,0.008643982,0.999004331,0.008643982,,,,,
Lesne et al. (2011),10.1007/s00410-010-0585-0,Phonotephrite,Vesuvius,Natural,FTIR,FTIR,IHPV,Run19#1,1200,5,A,1062,25,A,1.02,0.23,A,1022,204,A,50.75098903,0.230019999,A,14.52295302,0.24746589,A,1.829139055,0.079007384,A,7.388588435,0.153228479,A,13.00933256,0.309936553,A,1.05398794,0.051115555,A,5.571229083,0.224975554,A,0.105153843,0.082203204,A,5.768627032,0.079968535,A,,,ND,,,,,,,,,,,,,,F,100,50.75098903,7.597766087,triangle-down,#fbafe4,Y,N,Y,N,ShishkinaIdealMixing,1180.154318,207.6482122,0.028990205,0.040620646,0.971009795,0.040620646,,,,,
Lesne et al. (2010),10.1007/s00410-010-0588-x,Phonotephrite,Vesuvius,Natural,KFT,ND,IHPV,Run1#1,1200,10,A,2059,25,A,5.3,0.15,A,0,0,A,50.75307817,0.460793241,A,14.44259948,0.126682886,A,2.072779788,0.128695654,A,6.698852201,0.179838767,A,12.54296361,0.627644107,A,1.014247006,0.057168298,A,6.203306861,0.216188369,A,0.174625928,0.093152333,A,6.097546955,0.23326468,A,,,ND,,,,,,,,,,,,,,F,100,50.75307817,8.170326743,triangle-down,#fbafe4,Y,Y,N,N,ShishkinaIdealMixing,2017.622744,89.45886414,1,0,0,0,,,,,
Lesne et al. (2010),10.1007/s00410-010-0588-x,Phonotephrite,Vesuvius,Natural,KFT,ND,IHPV,Run3#1,1200,10,A,524,25,A,2.18,0.02,A,0,0,A,49.53936137,0.476772482,A,14.22036459,0.159349459,A,1.883463945,0.086214848,A,6.821047961,0.09994971,A,13.0136141,0.169752107,A,1.002511414,0.074321,A,7.569807796,0.266195417,A,0.089916574,0.057369659,A,5.859912247,0.095563824,A,,,ND,,,,,,,,,,,,,,F,100,49.53936137,7.743376192,triangle-down,#fbafe4,Y,Y,N,N,ShishkinaIdealMixing,460.7256943,8.533319761,1,0,0,0,,,,,
Lesne et al. (2010),10.1007/s00410-010-0588-x,Phonotephrite,Vesuvius,Natural,KFT,ND,IHPV,Run5#1,1200,10,A,2138,25,A,5.31,0.15,A,0,0,A,50.00071701,0.394385302,A,14.2327535,0.163295642,A,1.924773049,0.049045897,A,7.10824705,0.072789193,A,12.79921666,0.160182916,A,0.969963361,0.068892428,A,6.933729523,0.125842229,A,0.113996439,0.03511932,A,5.916603409,0.170618874,A,,,ND,,,,,,,,,,,,,,F,100,50.00071701,7.841376458,triangle-down,#fbafe4,Y,N,N,N,ShishkinaIdealMixing,2044.309839,91.0281918,1,0,0,0,,,,,
Lesne et al. (2010),10.1007/s00410-010-0588-x,Phonotephrite,Vesuvius,Natural,KFT,ND,IHPV,Run7#1,1200,10,A,1006,25,A,3.46,0.15,A,0,0,A,49.3954931,0.298646112,A,14.48879506,0.254694916,A,1.931046257,0.032437632,A,7.309395773,0.155246578,A,12.60839064,0.073045876,A,0.980786477,0.091098847,A,7.367524282,0.156773722,A,0.116891147,0.108331897,A,5.801677259,0.126769476,A,,,ND,,,,,,,,,,,,,,T,100,49.3954931,7.732723517,triangle-down,#fbafe4,Y,Y,N,N,ShishkinaIdealMixing,1039.543511,72.991391,1,0,0,0,,,,,
Lesne et al. (2010),10.1007/s00410-010-0588-x,Phonotephrite,Vesuvius,Natural,KFT,ND,IHPV,Run8#1,1200,10,A,517,25,A,2.08,0.03,A,0,0,A,49.41791503,0.628655603,A,14.27608176,0.217287521,A,1.964185271,0.049292663,A,6.711786017,0.176553391,A,12.74670413,0.270694477,A,0.996603363,0.079330742,A,7.556851789,0.281393971,A,0.116621912,0.066713317,A,6.213250734,0.158069183,A,,,ND,,,,,,,,,,,,,,F,100,49.41791503,8.177436005,triangle-down,#fbafe4,Y,Y,N,N,ShishkinaIdealMixing,415.9888129,12.28818454,1,0,0,0,,,,,
Lesne et al. (2010),10.1007/s00410-010-0588-x,Phonotephrite,Vesuvius,Natural,KFT,ND,IHPV,Run26#1,1200,10,A,264,25,A,1.56,0.18,A,0,0,A,49.72328345,0.340825958,A,14.195709,0.084495421,A,2.222394555,0.186187821,A,7.006184654,0.34505355,A,13.03975449,0.410566972,A,0.97681229,0.086118965,A,7.208113161,0.222448496,A,0.114989723,0.075487306,A,5.512758673,0.184074002,A,,,ND,,,,,,,,,,,,,,F,100,49.72328345,7.735153228,triangle-down,#fbafe4,Y,N,N,N,ShishkinaIdealMixing,209.5963517,71.45096059,1,0,0,0,,,,,
Lesne et al. (2010),10.1007/s00410-010-0588-x,Phonotephrite,Vesuvius,Natural,KFT,ND,IHPV,Run30#1,1200,10,A,172,25,A,1.18,0.15,A,0,0,A,49.62574075,0.19,A,14.2282802,0.179391193,A,1.854000416,0.044607174,A,7.114756611,0.051591666,A,13.02402631,0.251462124,A,1.05176986,0.084609692,A,7.562344488,0.288358631,A,0.128440047,0.050039984,A,5.410641313,0.089536026,A,,,ND,,,,,,,,,,,,,,T,100,49.62574075,7.264641729,triangle-down,#fbafe4,Y,N,N,N,ShishkinaIdealMixing,75.58405463,47.20758428,0.853,0.354283102,0.147,0.354283102,,,,,
